Partner Country,Reporting Country,Segment,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Indonesia,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,"1,577",835,400,554,"2,572",95,"1,864",182,869,"1,560",16.8,815,797,543,719,686,649,685,673,669,676,673,673,674,673,673,673,673,673,673,673,673,673,673,673
Indonesia,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,359,265,378,"1,434",278,210,366,492,472,239,516,409,388,438,412,412,421,415,416,417,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
Indonesia,France ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,224,48,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,France ,Folio,22,22,22,22,22,22,22,21,22,24,18,22,33,0,32,238,182,0,11,0,0,32,60,472,2,2,50.4,18,24,31,24,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Indonesia,France ,Reels,710,710,710,709,711,709,708,716,702,707,738,662,721,831,434,31,0,0,0,32,231,185,190,240,320,327,98.4,248,225,190,221,212,208,214,211,211,212,211,211,212,211,212,212,212,212,212,212,212,212,212,212
Indonesia,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,3,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Indonesia,Finland,Reels,13,13,13,13,13,13,13,13,12,15,12,9,26,0,0,0,0,100,489,0,0,0,23,"1,307",0,50,0,17,22,13,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Indonesia,Denmark,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Belgium,Cut Size,6,6,6,6,6,6,6,6,7,5,4,12,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Belgium,Folio,3,3,3,3,3,3,3,2,3,2,2,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Belgium,Reels,75,75,74,74,75,74,74,76,72,75,81,61,84,98,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,32,32,8,7,18,0,8,9,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Indonesia,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,United Kingdom,Cut Size,120,120,120,119,120,119,119,122,117,119,129,104,123,159,30,37,107,131,78,14,1,0,3,0,35,24,103.2,54,60,73,62,65,67,65,65,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
Japan,United Kingdom,Folio,34,34,34,34,34,34,34,34,35,31,36,39,18,51,48,14,0,0,1,0,0,2,7,36,103,28,9.6,47,28,28,34,30,31,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Japan,United Kingdom,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,24,0,0,6,2,3,11,6,17,9,7.2,11,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Japan,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Switzerland,Folio,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Switzerland,Reels,16,16,16,16,16,16,17,16,15,19,14,12,30,1,6,5,0,1,0,1,6,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Sweden,Cut Size,115,115,115,115,115,113,118,115,107,131,107,82,205,34,8,15,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Sweden,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Sweden,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Japan,Spain ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Spain ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Portugal,Cut Size,11,11,11,11,11,11,11,11,10,13,10,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Norway,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Netherlands,Cut Size,27,27,27,27,27,27,27,27,26,28,27,25,31,24,19,14,7,5,6,14,10,8,20,20,10,0,4.8,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Japan,Netherlands,Folio,7,7,7,7,7,7,7,7,7,8,6,6,10,3,5,2,3,0,2,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Netherlands,Reels,293,293,294,293,293,295,292,292,301,282,294,326,227,329,421,476,518,521,508,452,884,434,522,553,444,0,444,296,247,329,291,289,303,294,295,297,295,296,296,296,296,296,296,296,296,296,296,296,296,296,296
Japan,Italy,Cut Size,23,22,23,23,22,23,22,21,27,20,15,45,0,0,135,14,0,0,0,0,0,0,0,4,2,9,0,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Japan,Italy,Folio,8,8,8,8,8,8,8,8,8,6,11,8,0,24,0,3,0,21,0,0,2,0,2,16,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Japan,Italy,Reels,10,10,10,10,10,10,10,10,10,11,11,8,14,9,0,7,3,3,7,5,3,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Ireland ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,48,47,142,69,91,83,46,23,22,17,33.6,24,25,28,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Japan,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,2,5,6,4,15,8,5,4.8,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Japan,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,884","1,494","1,273",550,523,"1,036","1,224",762,"1,327",828,887,1003.2,906,932,947,928,936,937,934,936,936,935,935,935,935,935,935,935,935,935,935,935,935,935,935,935
Japan,France ,Cut Size,256,257,256,257,257,253,260,257,243,281,248,199,397,148,51,18,34,45,58,52,88,141,15,0,12,28,0,13,14,9,12,12,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Japan,France ,Folio,38,38,38,38,38,38,39,38,37,41,35,34,55,14,33,39,3,14,7,1,5,5,4,4,5,5,16.8,9,10,12,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Japan,France ,Reels,7,7,7,7,7,7,7,7,6,7,7,5,9,6,0,29,5,17,0,4,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Finland,Cut Size,21,21,21,21,21,21,22,21,21,22,20,21,27,13,22,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Finland,Reels,21,21,21,21,21,21,20,21,22,17,25,25,0,51,23,69,167,101,0,1,0,0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
Japan,Denmark,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Denmark,Reels,0,1,1,0,1,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Belgium,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Belgium,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Belgium,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,40,40,83,0,85,82,0,56,46,34,45,42,40,42,41,41,42,41,41,42,41,41,42,41,42,42,41,42,42,41,42
Japan,Austria ,Cut Size,282,282,282,282,281,282,282,279,286,282,269,307,269,232,421,602,802,802,820,562,735,759,607,24,25,21,9.6,19,16,15,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Japan,Austria ,Folio,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,3,4,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,4,4,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Korea, North",Switzerland,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",Netherlands,Reels,13,13,13,13,13,12,13,13,12,15,11,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",Italy,Reels,6,6,6,6,6,6,6,7,7,5,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",United Kingdom,Cut Size,44,44,44,44,44,44,44,45,44,42,50,40,35,75,10,53,99,148,108,34,9,35,5,5,10,27,127.2,55,70,84,69,74,76,73,74,75,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
"Korea, South",United Kingdom,Folio,83,83,83,83,82,84,82,80,92,73,75,127,19,78,282,401,345,82,48,24,35,0,2,39,40,32,96,56,61,71,63,65,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
"Korea, South",United Kingdom,Reels,"1,243","1,243","1,242","1,246","1,241","1,239","1,257","1,225","1,235","1,312","1,129","1,264","1,544",578,"1,669","2,793","6,349","2,374","1,118","1,606","2,608","1,888","1,730",720,804,383,115.2,434,311,287,344,314,315,324,318,319,320,319,319,319,319,319,319,319,319,319,319,319,319,319,319
"Korea, South",Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Switzerland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Switzerland,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,1,1,0,144,108,154,224,182,381,218.4,260,287,255,267,270,264,267,267,266,267,267,266,267,267,267,267,267,267,267,267,267,267,267,267
"Korea, South",Sweden,Cut Size,9,9,9,9,9,9,10,9,8,11,8,6,19,0,0,0,0,0,24,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Sweden,Folio,9,9,10,9,9,10,9,10,10,8,11,12,0,21,15,15,31,22,10,0,0,205,31,173,157,234,67.2,153,151,124,143,139,135,139,138,137,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
"Korea, South",Sweden,Reels,106,106,106,106,106,105,106,107,101,110,110,83,139,109,0,90,0,124,61,45,59,15,18,100,0,15,0,5,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Korea, South",Spain ,Cut Size,443,443,443,443,443,442,443,443,441,444,446,432,452,454,391,430,328,300,322,286,285,86,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Spain ,Folio,16,16,16,16,16,16,16,16,16,15,17,16,13,24,11,0,0,27,42,0,21,223,98,144,187,117,163.2,156,145,155,152,151,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
"Korea, South",Spain ,Reels,40,40,41,40,40,41,39,40,45,34,41,59,0,64,114,51,88,42,272,509,338,457,"1,175",758,745,"1,033",1118.4,965,"1,039","1,041","1,015","1,032","1,029","1,025","1,029","1,028","1,027","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028"
"Korea, South",Portugal,Cut Size,34,34,34,34,33,35,33,32,39,29,28,60,0,23,157,0,0,0,0,0,0,262,183,238,193,168,230.4,197,199,209,201,203,204,203,203,204,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
"Korea, South",Portugal,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Norway,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Norway,Reels,6,6,6,6,6,6,6,7,7,5,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Netherlands,Cut Size,196,196,196,197,196,195,198,196,192,207,189,179,253,135,149,58,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Netherlands,Folio,64,64,64,64,64,65,62,65,67,55,72,74,19,123,81,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Netherlands,Reels,293,293,294,293,293,296,289,293,304,271,305,337,170,409,433,396,291,363,0,44,0,0,192,333,208,0,0,69,23,31,41,32,35,36,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
"Korea, South",Italy,Cut Size,412,409,413,412,403,424,409,376,487,365,274,822,0,0,"2,467",192,0,0,0,20,0,0,0,0,14,75,0,30,35,22,29,28,26,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
"Korea, South",Italy,Folio,46,46,46,46,46,46,47,44,48,48,36,59,50,0,128,0,0,14,0,22,0,95,21,39,44,111,151.2,102,121,125,116,121,121,119,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
"Korea, South",Italy,Reels,222,222,222,221,221,223,219,222,228,209,229,245,153,289,293,294,413,465,322,54,56,47,56,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Ireland ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,37,147,127,309,352,335,351,261,297,300,232.8,277,270,260,269,266,265,267,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266
"Korea, South",Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,9,5,39,951,"2,033",2,3,4,16,23,14.4,18,18,17,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"Korea, South",Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,972","2,616","3,225","3,273","4,127","3,606","3,548","1,201",935,559,93,112.8,255,154,174,194,174,181,183,179,181,181,180,181,181,181,181,181,181,181,181,181,181,181,181,181
"Korea, South",France ,Cut Size,24,24,24,24,24,24,24,23,24,25,21,25,30,9,36,11,14,46,36,1,28,64,6,55,67,64,146.4,92,101,113,102,105,107,105,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
"Korea, South",France ,Folio,27,27,27,27,27,27,26,28,28,22,32,30,5,61,25,725,"2,019",3,14,10,24,17,5,16,8,16,38.4,21,25,28,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
"Korea, South",France ,Reels,161,161,161,162,162,158,166,160,148,191,143,109,319,2,6,10,14,15,11,18,38,10,22,6,37,12,14.4,21,16,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"Korea, South",Finland,Cut Size,21,21,21,21,21,20,21,21,19,25,18,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,29,38,51,39,43,45,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
"Korea, South",Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Finland,Reels,6,6,6,6,6,6,6,7,6,5,8,6,0,19,0,0,0,0,1,"3,258",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Belgium,Cut Size,41,40,41,41,40,42,40,37,48,36,27,81,0,0,244,0,0,0,0,0,0,0,80,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Belgium,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Belgium,Reels,115,114,115,115,113,118,114,105,133,104,78,218,17,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Austria ,Cut Size,28,28,28,28,27,29,28,25,33,25,18,55,0,0,166,"1,797",595,655,603,365,437,335,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,8,5,2,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",Austria ,Reels,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,4,39,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Portugal,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Netherlands,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Italy,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,United Kingdom,Cut Size,478,478,477,478,479,473,481,483,456,506,486,376,654,429,45,115,254,209,334,482,380,436,179,78,103,72,31.2,69,57,52,59,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Malaysia,United Kingdom,Folio,438,438,438,438,439,438,437,443,435,433,460,411,428,541,263,190,301,312,552,59,76,106,92,114,204,122,103.2,143,123,123,130,125,126,127,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
Malaysia,United Kingdom,Reels,360,360,360,360,360,360,360,358,362,360,353,374,352,335,434,303,294,250,313,260,148,103,303,169,90,98,225.6,138,154,172,155,160,162,159,161,161,160,161,161,160,160,160,160,160,160,160,160,160,160,160,160
Malaysia,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Switzerland,Folio,20,20,20,20,20,20,20,19,20,20,19,21,19,15,30,0,0,0,5,0,0,0,0,0,556,"1,561",2272.8,"1,463","1,766","1,834","1,688","1,762","1,761","1,737","1,754","1,751","1,747","1,750","1,749","1,749","1,750","1,749","1,749","1,749","1,749","1,749","1,749","1,749","1,749","1,749","1,749"
Malaysia,Switzerland,Reels,17,17,18,17,17,18,17,16,20,15,12,33,0,3,97,1,1,1,6,1,52,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Sweden,Cut Size,149,149,149,148,149,151,143,152,159,119,178,179,0,355,183,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
